Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
2023,7.97,70897,Petrol,Dealer,Manual,0,6.39
2022,22.98,187607,Petrol,Individual,Automatic,0,19.27
2001,7.71,101384,Diesel,Dealer,Manual,0,1.09
2020,28.89,28954,Petrol,Individual,Manual,0,27.38
2019,24.15,128289,Petrol,Dealer,Automatic,1,20.8
2015,27.72,26818,Petrol,Dealer,Manual,0,25.21
2002,28.63,138339,Petrol,Dealer,Manual,0,21.6
2016,4.36,59247,Petrol,Individual,Manual,0,1.53
2004,14.13,167685,Petrol,Individual,Manual,0,7.03
2007,20.15,60483,Diesel,Dealer,Manual,0,15.44
2011,24.47,114218,Diesel,Dealer,Automatic,0,19.7
2024,8.76,80115,Diesel,Dealer,Manual,0,7.23
2022,27.61,68911,Petrol,Dealer,Manual,0,25.86
2011,8.19,164636,Petrol,Individual,Manual,0,2.59
2000,26.25,182326,Petrol,Dealer,Manual,0,18.09
2000,16.36,165615,Diesel,Individual,Manual,1,8.47
2014,16.43,149140,Diesel,Dealer,Manual,0,11.7
2016,12.47,40125,Petrol,Dealer,Manual,0,9.95
2001,4.9,146214,Diesel,Individual,Manual,0,0.5
2016,11.72,26078,Diesel,Individual,Manual,1,9.43
2019,13.95,143400,Petrol,Individual,Manual,0,10.35
2008,15.41,72769,Petrol,Dealer,Manual,0,10.7
2011,22.69,19828,Diesel,Dealer,Manual,0,19.47
2003,11.86,194477,Petrol,Dealer,Automatic,0,4.11
2012,13.38,46711,Petrol,Dealer,Automatic,0,9.93
2003,27.37,69299,Petrol,Dealer,Manual,0,21.69
2006,23.07,18301,Diesel,Dealer,Automatic,0,18.85
2013,2.64,134859,Petrol,Dealer,Manual,0,0.5
2008,24.74,113063,Petrol,Individual,Manual,0,19.37
2022,29.72,99082,Petrol,Individual,Manual,0,27.47
2000,28.31,48745,Diesel,Individual,Manual,0,22.35
2000,25.41,68081,Petrol,Individual,Manual,2,19.13
2019,19.62,192450,Petrol,Individual,Manual,0,15.21
2003,9.79,153363,Diesel,Individual,Manual,0,2.72
2000,20.32,24043,Petrol,Individual,Automatic,0,14.76
2021,21.48,147509,Diesel,Dealer,Manual,0,18.22
2009,9.88,52007,Petrol,Individual,Automatic,0,5.72
2001,9.15,127782,Diesel,Dealer,Manual,1,2.09
2020,13.11,75284,Petrol,Individual,Manual,0,10.84
2023,19.95,164024,Petrol,Individual,Manual,0,16.83
2014,10.21,54109,Petrol,Individual,Manual,1,7.05
2002,17.56,95458,Diesel,Individual,Automatic,1,11.24
2024,27.18,61054,Petrol,Dealer,Manual,0,25.97
2022,10.26,10188,Petrol,Individual,Automatic,0,9.47
2008,29.05,111985,Petrol,Individual,Automatic,0,23.7
2016,15.25,6513,Petrol,Individual,Automatic,0,13.28
2020,4.83,62919,Petrol,Individual,Manual,1,2.76
2012,3.54,178209,Diesel,Dealer,Manual,0,0.5
2002,11.48,160346,Petrol,Dealer,Automatic,0,4.09
2003,9.25,103805,Petrol,Individual,Manual,0,3.0
2003,25.62,176926,Diesel,Individual,Manual,0,18.16
2010,22.65,140403,Petrol,Individual,Manual,1,17.24
2006,26.77,18531,Petrol,Dealer,Manual,0,22.54
2010,18.5,11337,Diesel,Dealer,Manual,0,15.22
2023,14.19,72842,Petrol,Dealer,Manual,0,12.58
2010,9.58,34166,Petrol,Dealer,Manual,0,5.92
2009,18.33,151380,Petrol,Dealer,Manual,0,12.53
2004,19.3,157724,CNG,Dealer,Manual,0,12.37
2012,13.0,38197,Petrol,Individual,Manual,0,9.69
2011,28.22,35060,Petrol,Individual,Manual,0,24.75
2009,19.92,71726,CNG,Dealer,Manual,0,15.44
2006,25.45,5845,Petrol,Dealer,Automatic,0,21.43
2018,19.37,66989,Petrol,Dealer,Manual,0,16.82
2018,10.86,146764,Petrol,Individual,Manual,0,7.0
2018,22.63,92653,Diesel,Dealer,Manual,0,19.66
2011,8.45,159108,Petrol,Individual,Automatic,0,2.94
2019,18.71,89752,Petrol,Individual,Manual,0,15.99
2021,13.27,62511,Petrol,Dealer,Automatic,0,11.41
2014,6.2,111726,Petrol,Dealer,Manual,0,2.09
2004,13.57,11765,Diesel,Individual,Manual,0,9.04
2023,10.69,63402,Petrol,Dealer,Manual,0,9.23
2013,5.14,140380,Petrol,Dealer,Manual,0,0.5
2011,25.07,44422,Diesel,Individual,Manual,0,21.45
2020,15.96,113814,Diesel,Individual,Manual,0,13.05
2010,11.7,10998,Petrol,Individual,Manual,0,8.42
2004,16.14,150144,Petrol,Individual,Automatic,1,9.33
2015,23.13,132634,Petrol,Dealer,Manual,0,18.88
2017,2.51,39994,Petrol,Dealer,Manual,0,0.5
2011,17.31,83988,Petrol,Dealer,Manual,0,13.04
2004,15.42,102375,Diesel,Individual,Manual,0,9.4
2015,27.01,50406,Petrol,Dealer,Manual,0,24.12
2011,17.57,47701,Petrol,Individual,Manual,0,13.89
2022,5.85,87968,Petrol,Dealer,Automatic,0,3.78
2001,12.88,87687,Diesel,Individual,Manual,0,6.48
2005,19.39,181850,Diesel,Dealer,Manual,0,12.27
2022,3.29,138270,Diesel,Individual,Manual,0,0.5
2020,26.77,67162,Diesel,Individual,Manual,0,24.63
2024,3.9,63448,Petrol,Dealer,Automatic,0,2.65
2003,2.86,190146,Diesel,Individual,Manual,0,0.5
2012,2.06,26391,Petrol,Dealer,Automatic,0,0.5
2009,21.14,152295,Diesel,Individual,Manual,0,15.33
2016,14.77,162150,Petrol,Dealer,Manual,2,10.24
2013,4.88,118012,Petrol,Individual,Manual,0,0.5
2023,25.97,193854,Petrol,Individual,Manual,0,22.36
2014,7.68,40193,Petrol,Individual,Manual,0,4.75
2007,11.14,57208,Petrol,Dealer,Manual,0,6.48
2022,6.98,124741,Diesel,Dealer,Manual,2,4.31
2023,27.95,129716,Diesel,Individual,Manual,0,25.4
2017,23.23,144201,Petrol,Dealer,Manual,0,19.2
2002,22.27,177312,Petrol,Individual,Manual,0,14.6
2024,3.23,43975,Diesel,Individual,Manual,0,2.3
2016,16.64,52787,Petrol,Individual,Automatic,0,13.91
2023,18.11,84511,Petrol,Individual,Manual,2,16.3
2023,12.71,122489,Diesel,Dealer,Manual,0,10.28
2006,11.01,172230,Diesel,Dealer,Automatic,0,4.25
2012,25.85,157215,Petrol,Individual,Manual,0,20.58
2015,2.64,163511,Diesel,Individual,Manual,0,0.5
2004,19.51,33179,Petrol,Individual,Manual,0,14.63
2003,13.04,193959,Diesel,Individual,Automatic,1,5.3
2009,20.65,125481,Petrol,Dealer,Automatic,0,15.28
2012,7.54,156516,Petrol,Individual,Manual,0,2.28
2009,8.68,11398,Petrol,Dealer,Manual,0,5.19
2013,18.43,43949,Petrol,Dealer,Manual,0,15.23
2021,29.44,29333,Diesel,Dealer,Automatic,1,28.13
2011,29.29,65567,Diesel,Dealer,Manual,0,25.32
2000,8.97,179562,Petrol,Dealer,Manual,0,0.85
2020,4.87,42748,Diesel,Individual,Manual,0,3.13
2019,18.53,65370,Diesel,Dealer,Manual,0,16.21
2019,13.76,7247,CNG,Individual,Manual,0,12.4
2006,23.33,152719,Petrol,Individual,Manual,0,16.89
2008,16.78,53261,Petrol,Dealer,Automatic,1,12.39
2007,16.3,5745,Diesel,Dealer,Manual,0,12.49
2012,20.1,66296,Petrol,Individual,Manual,0,16.32
2013,5.54,11314,Petrol,Individual,Manual,0,2.88
2011,20.96,185722,Petrol,Individual,Automatic,0,15.01
2007,15.68,45758,Petrol,Dealer,Manual,0,11.21
2020,24.96,187682,Petrol,Individual,Automatic,0,20.84
2021,5.88,184991,Diesel,Dealer,Manual,0,2.01
2017,10.42,25315,Petrol,Dealer,Manual,0,8.35
2015,28.61,9674,Petrol,Individual,Manual,0,26.39
2010,17.49,114573,Petrol,Individual,Automatic,0,12.51
2015,28.02,184168,Petrol,Dealer,Manual,0,22.92
2013,21.29,153623,Petrol,Dealer,Automatic,0,16.28
2002,27.94,44352,CNG,Dealer,Automatic,2,22.46
2020,10.9,154565,Diesel,Individual,Automatic,0,7.32
2001,4.53,35682,Petrol,Individual,Manual,1,0.5
2002,24.46,158320,Petrol,Individual,Manual,0,17.1
2003,24.53,13916,CNG,Dealer,Manual,0,19.76
2021,19.33,35144,Diesel,Individual,Automatic,0,17.93
2004,18.23,71705,Petrol,Dealer,Manual,0,12.71
2009,27.62,98296,Petrol,Dealer,Manual,0,22.7
2019,6.94,81367,Diesel,Dealer,Manual,1,4.36
2001,19.26,42521,Petrol,Individual,Manual,0,13.6
2011,3.39,173717,Diesel,Individual,Manual,1,0.5
2004,5.94,187768,Petrol,Dealer,Automatic,1,0.5
2004,14.24,134689,Diesel,Individual,Manual,1,7.69
2022,24.99,76237,Petrol,Dealer,Manual,0,23.11
2000,22.53,50834,CNG,Individual,Automatic,0,16.53
2003,29.27,89993,Petrol,Individual,Manual,0,23.25
2020,3.26,66720,Diesel,Dealer,Manual,0,1.13
2023,12.68,25217,Diesel,Individual,Manual,0,11.85
2011,6.45,22657,Petrol,Dealer,Manual,0,3.19
2011,3.03,104772,Petrol,Dealer,Manual,0,0.5
2015,9.4,72239,Diesel,Individual,Manual,1,6.15
2023,8.85,78629,Petrol,Individual,Automatic,0,7.14
2016,13.76,153488,Petrol,Dealer,Manual,0,9.37
2020,5.92,51484,Petrol,Individual,Automatic,0,4.04
2009,15.68,104157,Petrol,Dealer,Manual,0,10.66
2016,27.76,61620,Petrol,Dealer,Manual,0,24.89
2016,22.95,26033,Petrol,Dealer,Manual,0,20.66
2017,25.58,173059,Petrol,Individual,Manual,0,21.08
2001,24.53,94757,Petrol,Individual,Manual,0,18.01
2024,12.91,104629,Petrol,Dealer,Manual,2,10.98
2003,21.85,175330,Petrol,Individual,Manual,0,14.42
2018,23.12,11094,Petrol,Individual,Automatic,0,21.49
2010,7.76,145347,Petrol,Individual,Manual,0,2.27
2016,26.09,155837,Diesel,Dealer,Automatic,0,21.66
2011,14.82,61221,Petrol,Individual,Manual,0,10.92
2001,2.46,187094,Diesel,Dealer,Manual,0,0.5
2005,20.01,89222,Petrol,Dealer,Manual,0,14.41
2008,20.95,69570,Petrol,Dealer,Manual,0,16.29
2004,17.45,19883,Petrol,Dealer,Manual,0,12.79
2019,7.95,9153,Petrol,Individual,Manual,0,6.56
2020,15.5,175808,Diesel,Individual,Manual,0,11.57
2008,13.2,58852,Petrol,Dealer,Manual,0,8.72
2022,29.29,69902,Diesel,Individual,Manual,0,27.52
2007,25.09,142741,Petrol,Individual,Automatic,0,19.02
2019,23.33,101969,Petrol,Individual,Automatic,0,20.41
2007,7.07,176415,Diesel,Dealer,Automatic,0,0.5
2021,11.27,22317,Petrol,Individual,Manual,0,10.08
2020,12.63,63625,Petrol,Individual,Manual,0,10.55
2022,15.79,86606,Petrol,Dealer,Automatic,0,13.74
2005,2.85,98303,Petrol,Individual,Manual,0,0.5
2002,18.6,31996,Petrol,Individual,Manual,0,13.32
2004,12.02,74922,Petrol,Dealer,Automatic,0,6.45
2008,17.73,120419,Diesel,Dealer,Manual,0,12.24
2006,2.25,188975,Diesel,Individual,Automatic,0,0.5
2003,11.0,82489,Diesel,Individual,Manual,0,5.1
2006,23.52,105505,Petrol,Dealer,Automatic,0,17.86
2004,16.03,113895,Petrol,Individual,Automatic,0,9.82
2010,24.09,158962,Petrol,Individual,Manual,0,18.37
2014,21.57,54109,Diesel,Individual,Manual,0,18.41
2001,25.94,175710,Diesel,Dealer,Manual,1,18.09
2012,2.21,167953,Petrol,Individual,Manual,1,0.5
2021,9.32,65376,Petrol,Individual,Manual,0,7.42
2015,17.37,107132,Petrol,Individual,Automatic,0,13.54
2006,28.35,41347,Petrol,Individual,Manual,0,23.75
2007,21.03,168098,Diesel,Dealer,Manual,0,14.54
2005,14.78,19576,Petrol,Dealer,Manual,0,10.33
2023,5.64,58657,Diesel,Dealer,Manual,0,4.26
2006,15.81,37192,Diesel,Individual,Manual,0,11.27
2017,14.35,32585,Petrol,Dealer,Manual,0,12.16
2021,23.8,71335,Petrol,Dealer,Automatic,0,21.8
2024,13.57,100972,Petrol,Dealer,Manual,0,11.7
2021,10.93,8422,Petrol,Individual,Manual,0,9.97
2019,4.51,11761,Diesel,Individual,Manual,0,3.08
2006,3.3,78675,Petrol,Individual,Manual,0,0.5
2002,14.3,19906,Petrol,Individual,Automatic,0,9.22
2004,11.71,174278,Petrol,Dealer,Automatic,0,4.5
2000,17.55,190180,Petrol,Dealer,Manual,0,9.26
2014,21.93,87306,Diesel,Dealer,Manual,0,18.22
2002,3.12,74519,Diesel,Dealer,Manual,0,0.5
2007,15.89,24209,Petrol,Dealer,Automatic,0,11.78
2024,26.14,173973,Petrol,Dealer,Automatic,0,23.07
2008,14.74,98940,Petrol,Individual,Automatic,1,9.6
2014,16.59,104940,Diesel,Dealer,Manual,0,12.59
2009,15.63,180186,Petrol,Individual,Manual,0,9.36
2001,12.91,158712,CNG,Dealer,Manual,0,5.34
2019,5.08,188389,Petrol,Dealer,Automatic,0,0.74
2004,5.54,137590,Diesel,Dealer,Manual,0,0.5
2018,7.01,194245,Petrol,Individual,Manual,0,2.36
2012,24.19,112895,Petrol,Dealer,Automatic,0,19.65
2010,9.71,183275,Petrol,Dealer,Manual,0,3.59
2000,28.55,119415,Petrol,Dealer,Automatic,0,21.42
2021,24.68,187589,Petrol,Individual,Manual,0,20.76
2014,21.17,65063,Petrol,Dealer,Manual,0,17.83
2017,22.17,69090,Diesel,Dealer,Manual,1,19.38
2015,3.33,194206,Diesel,Dealer,Manual,0,0.5
2008,17.91,82266,Petrol,Dealer,Manual,0,13.05
2000,28.35,190889,Petrol,Individual,Manual,0,20.04
2010,3.1,36634,Petrol,Individual,Automatic,0,0.5
2008,10.15,194718,Petrol,Dealer,Manual,2,3.43
2022,3.44,61813,Diesel,Individual,Manual,1,1.8
2010,17.95,6458,Petrol,Dealer,Manual,0,14.75
2012,5.25,22513,Diesel,Individual,Manual,0,2.2
2001,15.42,180287,Petrol,Dealer,Manual,0,7.5
2013,22.16,19832,Diesel,Individual,Manual,1,19.36
2005,6.6,124670,Petrol,Dealer,Manual,0,0.5
2007,23.15,79951,Petrol,Individual,Manual,0,18.12
2017,3.69,174352,Petrol,Individual,Automatic,0,0.5
2015,6.19,121749,Petrol,Dealer,Manual,1,2.12
2020,9.84,107126,CNG,Dealer,Automatic,1,7.04
2011,24.29,162423,CNG,Individual,Manual,0,18.72
2010,25.8,140993,Petrol,Dealer,Manual,0,20.38
2005,8.17,138877,Petrol,Individual,Manual,0,1.75
2002,4.68,115654,Diesel,Individual,Automatic,0,0.5
2013,25.74,98415,Petrol,Dealer,Manual,0,21.64
2001,20.18,74602,Petrol,Dealer,Manual,0,14.0
2010,6.42,198984,Petrol,Dealer,Automatic,0,0.5
2021,17.62,76303,Diesel,Individual,Manual,0,15.54
2002,26.43,45470,Petrol,Individual,Automatic,0,20.93
2017,3.95,128295,Diesel,Dealer,Manual,0,0.5
2000,4.34,74413,Diesel,Dealer,Manual,0,0.5
2023,9.66,126066,Diesel,Individual,Automatic,2,7.17
2000,20.26,184938,Petrol,Individual,Automatic,0,12.05
2011,6.98,150941,Diesel,Individual,Manual,0,1.6
2014,24.86,90914,Diesel,Dealer,Automatic,2,21.09
2004,23.01,198468,Diesel,Dealer,Manual,0,15.41
2005,17.71,78395,Petrol,Dealer,Manual,0,12.29
2015,5.25,141348,Diesel,Individual,Manual,0,0.86
2011,29.67,56572,Petrol,Dealer,Automatic,0,25.85
2011,15.72,142444,Diesel,Individual,Manual,0,10.48
2002,14.66,144684,Diesel,Dealer,Manual,2,7.53
2022,29.88,69169,Diesel,Individual,Manual,2,28.12
2001,26.19,82865,Petrol,Individual,Automatic,2,19.87
2006,14.78,14319,Petrol,Dealer,Automatic,2,10.62
2001,13.73,140073,Petrol,Dealer,Manual,0,6.47
2020,4.69,59433,Petrol,Individual,Automatic,0,2.68
2006,27.94,23805,Petrol,Individual,Manual,0,23.63
2010,25.63,166010,Petrol,Individual,Manual,2,19.8
2010,10.68,48081,Diesel,Individual,Automatic,0,6.79
2013,23.09,52054,Petrol,Dealer,Manual,0,19.76
2002,23.36,155170,Diesel,Individual,Manual,0,16.06
2013,8.38,103383,CNG,Dealer,Manual,0,4.2
2010,19.18,134385,Diesel,Individual,Manual,0,13.87
2003,9.14,64049,Petrol,Dealer,Manual,0,3.54
2016,24.12,87713,Diesel,Individual,Automatic,0,20.82
2015,6.31,179387,Diesel,Individual,Manual,0,1.29
2002,20.73,119371,Petrol,Individual,Automatic,0,14.02
2024,11.13,166896,Petrol,Dealer,Manual,0,8.17
2009,3.01,124242,Petrol,Dealer,Manual,0,0.5
2020,5.46,179082,CNG,Individual,Automatic,0,1.48
2014,20.34,169326,Petrol,Individual,Manual,0,15.28
2007,8.72,138784,Diesel,Dealer,Manual,0,2.72
2017,19.67,94752,Petrol,Individual,Automatic,0,16.46
2002,13.62,152301,CNG,Dealer,Manual,1,6.36
2006,21.4,9800,Petrol,Individual,Manual,0,17.32
2009,15.8,19591,Diesel,Dealer,Manual,0,12.17
2019,10.64,134913,Petrol,Individual,Manual,0,7.18
2008,6.08,107353,Diesel,Individual,Automatic,0,0.8
2013,11.55,161964,Diesel,Dealer,Manual,0,6.4
2022,19.78,100609,Petrol,Individual,Automatic,0,17.5
2013,22.73,94356,Petrol,Individual,Automatic,1,18.7
2010,6.49,141785,Petrol,Dealer,Manual,0,1.06
2000,20.6,19990,Petrol,Individual,Manual,1,15.11
2003,7.02,134157,Petrol,Dealer,Automatic,0,0.5
2005,8.21,69806,Petrol,Dealer,Manual,0,2.93
2021,16.88,146964,CNG,Dealer,Manual,0,13.63
2021,10.1,14803,Diesel,Dealer,Automatic,0,9.03
2004,20.52,167681,Diesel,Dealer,Manual,1,13.42
2002,28.76,88017,Petrol,Dealer,Automatic,0,22.56
2001,6.17,150561,Petrol,Individual,Automatic,2,0.5
2002,17.97,175394,Petrol,Dealer,Manual,2,10.33
2008,27.85,99816,Petrol,Dealer,Automatic,0,22.7
2018,6.94,113138,Diesel,Individual,Manual,0,3.63
2018,12.27,33751,Petrol,Individual,Manual,0,10.27
2016,5.46,178760,Diesel,Dealer,Automatic,0,0.66
2017,19.98,195696,Petrol,Dealer,Manual,0,15.1
2010,20.74,19573,Petrol,Individual,Manual,0,17.32
2011,20.6,199624,Petrol,Dealer,Automatic,0,14.42
2002,17.18,177810,Petrol,Individual,Manual,0,9.5
2017,22.9,60933,Petrol,Dealer,Manual,0,20.24
2023,3.0,148080,Petrol,Dealer,Automatic,0,0.5
2005,28.81,24285,Petrol,Dealer,Manual,2,24.28
2006,8.22,176100,Petrol,Individual,Automatic,0,1.4
2000,5.4,8105,Petrol,Dealer,Manual,0,0.5
2005,28.35,137674,Petrol,Individual,Automatic,0,21.95
2017,25.25,109670,Petrol,Individual,Manual,0,21.79
2012,23.42,189268,Petrol,Dealer,Manual,0,17.62
2021,4.93,59073,Diesel,Dealer,Automatic,0,3.13
2018,24.61,24210,Diesel,Dealer,Automatic,0,22.77
2006,19.05,198073,Diesel,Dealer,Manual,0,11.86
2018,22.49,155125,Petrol,Dealer,Manual,0,18.49
2008,29.39,12012,Petrol,Individual,Manual,0,25.68
2002,7.44,33871,Petrol,Individual,Manual,0,2.13
2022,16.12,41709,Diesel,Dealer,Manual,0,14.81
2011,23.09,63830,Petrol,Individual,Manual,0,19.15
2019,14.14,168335,Petrol,Dealer,Automatic,0,10.13
2023,3.53,20807,Petrol,Dealer,Manual,0,2.77
2017,5.12,119333,Petrol,Individual,Automatic,1,1.5
2007,18.86,36907,Diesel,Dealer,Automatic,0,14.54
2008,9.98,189349,Diesel,Dealer,Automatic,0,3.35
2012,5.86,17215,Petrol,Individual,Manual,0,2.89
2007,11.52,25476,Diesel,Individual,Manual,0,7.38
2021,7.63,107340,Petrol,Dealer,Manual,0,5.04
2009,2.67,87322,Petrol,Individual,Manual,0,0.5
2016,6.25,195000,Petrol,Dealer,Manual,1,1.18
2006,26.73,50644,Diesel,Individual,Manual,0,21.97
2016,2.34,76929,Petrol,Individual,Manual,0,0.5
2022,23.67,189253,Petrol,Individual,Manual,1,19.93
2017,23.1,174404,Petrol,Individual,Manual,0,18.58
2023,17.8,173397,CNG,Individual,Automatic,0,14.53
2001,7.84,70418,Petrol,Dealer,Automatic,0,1.73
2002,26.59,58318,Petrol,Individual,Automatic,0,20.88
2018,15.3,55425,Diesel,Dealer,Manual,0,12.94
2000,6.85,22698,Petrol,Dealer,Automatic,0,1.32
2020,14.01,130866,Diesel,Dealer,Manual,0,10.82
2020,7.46,53608,Petrol,Dealer,Manual,0,5.54
2009,12.53,132410,Petrol,Dealer,Manual,1,7.05
2020,15.91,190901,Petrol,Individual,Manual,0,11.73
2013,12.08,146501,Diesel,Individual,Manual,0,7.19
2012,20.4,21784,Diesel,Dealer,Manual,0,17.36
2008,28.21,140090,CNG,Dealer,Automatic,0,22.39
2005,11.75,114211,Petrol,Dealer,Manual,0,5.74
2005,11.96,177628,Petrol,Individual,Manual,0,4.9
2018,22.67,102023,Petrol,Individual,Manual,0,19.54
2020,16.86,112314,Petrol,Dealer,Automatic,2,13.98
2009,14.01,150401,Petrol,Individual,Automatic,0,8.23
2022,24.79,100250,Petrol,Individual,Automatic,0,22.52
2002,26.95,157928,Petrol,Dealer,Manual,0,19.6
2017,18.54,59456,CNG,Dealer,Manual,0,15.91
2020,7.18,189831,Diesel,Individual,Automatic,0,3.02
2018,15.06,77326,Petrol,Dealer,Automatic,0,12.34
2004,16.12,11535,Petrol,Individual,Manual,0,11.59
2024,14.1,98853,Diesel,Dealer,Manual,0,12.26
2010,9.35,118926,Diesel,Individual,Manual,0,4.29
2009,15.23,21953,Diesel,Dealer,Manual,0,11.57
2016,14.5,78455,Petrol,Individual,Manual,0,11.35
2003,7.87,155101,Petrol,Individual,Manual,0,0.77
2020,27.3,132527,Petrol,Individual,Manual,2,24.08
2017,26.79,94321,Diesel,Dealer,Manual,0,23.58
2017,23.27,179435,Petrol,Dealer,Manual,0,18.66
2000,13.23,56308,Diesel,Dealer,Manual,0,7.14
2013,12.37,191386,Petrol,Individual,Manual,2,6.74
2007,22.06,9220,Petrol,Dealer,Manual,0,18.19
2001,19.03,102370,Petrol,Individual,Manual,0,12.39
2018,18.82,139725,Petrol,Dealer,Automatic,0,15.07
2014,5.48,26015,Diesel,Individual,Automatic,0,2.78
2001,19.31,124549,CNG,Individual,Automatic,0,12.3
2003,27.25,59423,Diesel,Dealer,Manual,0,21.73
2000,4.4,148517,Diesel,Individual,Manual,0,0.5
2018,11.5,61998,Diesel,Dealer,Manual,0,9.03
2020,16.25,194100,Diesel,Individual,Automatic,0,12.02
2009,21.21,177642,Diesel,Dealer,Manual,0,14.98
2000,4.51,98940,Diesel,Individual,Automatic,0,0.5
2019,26.44,145529,Petrol,Dealer,Manual,0,22.8
2021,3.14,137258,Diesel,Individual,Manual,0,0.5
2014,26.02,56347,Petrol,Individual,Manual,2,22.82
2003,2.77,80043,Petrol,Dealer,Manual,1,0.5
2006,6.3,74578,Petrol,Individual,Manual,0,1.15
2006,24.41,183545,Diesel,Individual,Manual,0,17.46
2021,26.08,159279,Petrol,Dealer,Automatic,0,22.63
2024,29.5,50164,Petrol,Individual,Automatic,0,28.47
2017,5.24,55545,Petrol,Individual,Automatic,0,2.67
2012,16.74,168861,Diesel,Dealer,Manual,1,11.27
2009,4.16,14408,Diesel,Dealer,Manual,0,0.62
2023,6.38,61312,Petrol,Individual,Manual,0,4.96
2007,6.89,121478,Petrol,Dealer,Manual,0,1.17
2009,3.77,177016,Diesel,Dealer,Manual,0,0.5
2013,27.0,26218,Diesel,Dealer,Manual,0,24.09
2013,5.54,106670,Petrol,Individual,Automatic,0,1.31
2019,19.62,187358,Diesel,Dealer,Manual,1,15.29
2021,19.52,165382,Petrol,Individual,Manual,1,15.97
2010,7.56,106550,Petrol,Individual,Manual,0,2.71
2005,29.96,82227,Petrol,Dealer,Manual,1,24.48
2020,11.73,17508,Diesel,Individual,Manual,0,10.41
2000,27.34,60914,Petrol,Dealer,Manual,0,21.18
2018,28.55,49457,CNG,Individual,Automatic,0,26.29
2006,28.57,19921,Petrol,Individual,Manual,0,24.32
2023,23.08,197889,Diesel,Dealer,Manual,0,19.41
2017,9.11,180687,Diesel,Dealer,Manual,0,4.48
2002,5.38,26992,Petrol,Dealer,Automatic,0,0.5
2019,17.96,191349,Petrol,Dealer,Manual,0,13.57
2010,12.08,161053,Petrol,Individual,Manual,0,6.33
2004,25.27,165958,Diesel,Dealer,Manual,0,18.2
2018,22.86,183131,Petrol,Dealer,Automatic,1,18.4
2020,9.74,78144,Petrol,Individual,Manual,0,7.42
2023,2.48,28377,Diesel,Dealer,Automatic,2,1.6
2023,8.64,197695,Diesel,Dealer,Manual,1,4.97
2001,17.88,45353,Petrol,Dealer,Manual,0,12.18
2021,4.21,100259,Petrol,Individual,Manual,1,1.73
2003,20.43,35888,Diesel,Individual,Automatic,0,15.3
2024,20.81,40849,Petrol,Dealer,Manual,1,19.93
2009,6.74,115698,Diesel,Individual,Manual,0,1.53
2001,18.7,140479,Petrol,Individual,Manual,0,11.43
2007,19.0,193310,Diesel,Dealer,Manual,0,12.1
2000,15.38,85626,Diesel,Individual,Automatic,0,8.81
2005,28.69,16712,Petrol,Individual,Manual,1,24.29
2010,5.03,77732,Diesel,Individual,Automatic,0,0.65
2009,13.39,196917,Petrol,Dealer,Manual,0,6.84
2012,26.72,186288,Petrol,Dealer,Manual,0,20.97
2000,12.82,179788,Diesel,Dealer,Manual,0,4.7
2001,13.89,92851,Petrol,Individual,Automatic,0,7.41
2002,20.71,10148,Petrol,Individual,Manual,0,15.79
2008,20.64,75128,Diesel,Dealer,Manual,0,15.89
2004,2.64,157254,Petrol,Dealer,Manual,0,0.5
2009,14.76,74639,Diesel,Individual,Manual,1,10.23
2009,11.34,88672,Diesel,Dealer,Automatic,2,6.58
2011,19.58,39091,Diesel,Dealer,Manual,2,16.05
2017,17.56,9879,Petrol,Dealer,Manual,0,15.75
2020,20.22,132409,Diesel,Individual,Manual,0,17.01
2020,20.31,113658,Petrol,Individual,Automatic,0,17.41
2000,9.14,139524,Petrol,Individual,Manual,1,1.68
2002,8.9,28180,Diesel,Individual,Manual,0,3.69
2004,12.37,149064,Petrol,Dealer,Manual,1,5.58
2024,8.77,174799,CNG,Dealer,Automatic,0,5.68
2016,21.12,72968,Petrol,Individual,Manual,0,18.06
2007,18.88,28059,Petrol,Dealer,Automatic,1,14.7
2016,8.06,196346,Petrol,Individual,Automatic,1,2.97
2008,26.75,128544,Diesel,Dealer,Manual,0,21.12
2005,14.9,181412,Petrol,Individual,Manual,0,7.78
2016,5.56,66122,Petrol,Individual,Manual,0,2.61
2007,7.96,83324,Petrol,Dealer,Manual,0,2.87
2020,17.12,37732,Diesel,Dealer,Manual,0,15.47
2006,11.48,101508,Petrol,Individual,Manual,0,5.89
2006,25.83,181401,Diesel,Individual,Manual,0,18.92
2014,15.85,121084,Diesel,Individual,Manual,0,11.58
2006,27.63,32089,Petrol,Individual,Manual,0,23.18
2021,4.85,52685,Diesel,Dealer,Manual,0,3.16
2007,20.72,92131,Petrol,Individual,Automatic,0,15.49
2008,26.8,28101,Petrol,Dealer,Manual,0,22.83
2014,10.2,160187,Petrol,Individual,Automatic,0,5.29
2001,5.8,90753,Petrol,Dealer,Manual,0,0.5
2006,14.79,44178,Petrol,Dealer,Manual,0,10.14
2014,28.92,173132,Petrol,Dealer,Manual,0,23.8
2017,19.74,66598,Petrol,Dealer,Automatic,0,16.99
2021,20.03,172020,Diesel,Dealer,Manual,0,16.37
